msgctxt,msgid,msgid_plural,flags,references,extractedComments,comments,msgstr[0],msgstr[1]
,Help title,,,,,,,
,Displays a Help tooltip after the element's title.,,,,,,,
,More title,,,,,,,
,More text,,,,,,,
,A long description of the element that provides form additional information which can opened and closed.,,,,,,,
,Displays a read more hide/show widget below the element's description.,,,,,,,
,Element description/help/more,,,,,,,
,Invisible,,,,,,,
,Determines the placement of the title.,,,,,,,
,Title display,,,,,,,
,Tooltip,,,,,,,
,Determines the placement of the description.,,,,,,,
,Description display,,,,,,,
,Before title,,,,,,,
,After title,,,,,,,
,Before element,,,,,,,
,After element,,,,,,,
,Determines the placement of the Help tooltip.,,,,,,,
,Help display,,,,,,,
,Please note: Settings the element's title display to 'none' means the title will not be rendered or accessible to screenreaders,,,,,,,
,"Text or code that is placed directly in front of the input. This can be used to prefix an input with a constant string. Examples: $, #, -.",,,,,,,
,Field prefix,,,,,,,
,"Text or code that is placed directly after the input. This can be used to add a unit to an input. Examples: lb, kg, %.",,,,,,,
,Field suffix,,,,,,,
,The element may still be empty unless it is required.,,,,,,,
,Minlength,,,,,,,
,Leaving blank will use the default maxlength.,,,,,,,
,Leaving blank will use the default rows.,,,,,,,
,The placeholder will be shown in the element until the user starts entering a value.,,,,,,,
,Autofill…,,,,,,,
,Honorific prefix,,,,,,,
,Given name,,,,,,,
,Additional names,,,,,,,
,Family name,,,,,,,
,Honorific suffix,,,,,,,
,Nickname,,,,,,,
,Organization job title,,,,,,,
,Organization name,,,,,,,
,Birthday,,,,,,,
,Birthday day,,,,,,,
,Birthday month,,,,,,,
,Birthday year,,,,,,,
,Contact URL,,,,,,,
,Contact photo,,,,,,,
,Instant messaging URL,,,,,,,
,Street address (multiline),,,,,,,
,Address line 1,,,,,,,
,Address line 2,,,,,,,
,Address line 3,,,,,,,
,Address level 1,,,,,,,
,Address level 2,,,,,,,
,Address level 3,,,,,,,
,Address level 4,,,,,,,
,Postal code / Zip code,,,,,,,
,Telephone - home,,,,,,,
,Telephone - work,,,,,,,
,Telephone - work extension,,,,,,,
,Telephone - mobile,,,,,,,
,Telephone - fax,,,,,,,
,Telephone - pager,,,,,,,
,Telephone country code,,,,,,,
,Telephone national code,,,,,,,
,Telephone area code,,,,,,,
,Telephone local number,,,,,,,
,Telephone local prefix,,,,,,,
,Telephone local suffix,,,,,,,
,Telephone extension,,,,,,,
,Name on card,,,,,,,
,Given name on card,,,,,,,
,Additional names on card,,,,,,,
,Family name on card,,,,,,,
,Card expiry date,,,,,,,
,Card expiry month,,,,,,,
,Card expiry year,,,,,,,
,Card Security Code,,,,,,,
,Transaction currency,,,,,,,
,Transaction amount,,,,,,,
,Setting autocomplete to off will disable autocompletion for this element. Select 'Autofill' to use semantic attribute values for collecting certain types of user information.,,,,,,,
,Make this element non-editable with the user entered (e.g. via developer tools) value <strong>ignored</strong>. Useful for displaying default value. Changeable via JavaScript.,,,,,,,
,Make this element non-editable with the user entered (e.g. via developer tools) value <strong>submitted</strong>. Useful for displaying default value. Changeable via JavaScript.,,,,,,,
,Readonly,,,,,,,
,Allow element to be populated using query string parameters.,,,,,,,
,Prepopulate,,,,,,,
,Form display,,,,,,,
,Validation error message contains HTML markup. HTML markup can not be display via HTML5 clientside validation and will be removed.,,,,,,,
,"If set, this message will be used when a required webform element is empty, instead of the default ""Field x is required."" message.",,,,,,,
,Required message,,,,,,,
,Check that all entered values for this element are unique.,,,,,,,
,Check that entered values for this element is unique for the current source entity.,,,,,,,
,Unique per entity,,,,,,,
,Check that entered values for this element are unique for the current user.,,,,,,,
,Unique per user,,,,,,,
,"If set, this message will be used when an element's value are not unique, instead of the default ""@message"" message.",,,,,,,
,"The value %value has already been submitted once for the %name element. You may have already submitted this webform, or you need to use a different value.",,,,,,,
,Unique message,,,,,,,
,"A <a href="":href"">regular expression</a> that the element's value is checked against.",,,,,,,
,"Enter a <a href="":href"">regular expression</a> that the element's value should match.",,,,,,,
,Pattern regular expression,,,,,,,
,"If set, this message will be used when a pattern is not matched, instead of the default ""@message"" message.",,,,,,,
,Pattern message,,,,,,,
,Characters,,,,,,,
,Words,,,,,,,
,Limit entered value to a maximum number of characters or words.,,,,,,,
,@title minimum,,,,,,,
,@title maximum,,,,,,,
,%d characters/word(s) entered,,,,,,,
,@title minimum message,,,,,,,
,%d characters/word(s) remaining,,,,,,,
,@title maximum message,,,,,,,
,Visible (Slide),,,,,,,
,Hidden (Slide),,,,,,,
,Read/write,,,,,,,
,Add another state,,,,,,,
,"<a href=""https://developer.mozilla.org/en-US/docs/Web/HTML/Element/input#attr-disabled"">Disabled</a> elements do not submit data back to the server and the element's server-side default or current value will be preserved and saved to the database.",,,,,,,
,"When this element is hidden, this element's value will be cleared.",,,,,,,
,Clear value(s) when hidden,,,,,,,
,Please note when an element is hidden it will not be required.,,,,,,,
,Set default value,,,,,,,
,Clear default value,,,,,,,
,This is used as the table header for this webform element when displaying multiple values.,,,,,,,
,Table header label,,,,,,,
,This is used by the add/remove (+/-) icons.,,,,,,,
,Item label,,,,,,,
,No items message,,,,,,,
,This is used when there are no items entered.,,,,,,,
,Minimum items defaults to 0 for optional elements and 1 for required elements.,,,,,,,
,Minimum amount of items,,,,,,,
,Number of empty items,,,,,,,
,"If unchecked, the elements will no longer be sortable.",,,,,,,
,Allow users to sort elements,,,,,,,
,"If unchecked, the add/remove (+/x) buttons will be removed from each table row.",,,,,,,
,Allow users to add/remove elements,,,,,,,
,"If unchecked, the add button will be removed from each table row.",,,,,,,
,Show add element button,,,,,,,
,"If unchecked, the remove button will be removed from each table row.",,,,,,,
,Show remove element button,,,,,,,
,"If checked, an add more input will be added below the multiple values.",,,,,,,
,Allow users to add more items,,,,,,,
,"If checked, users will be able to input the number of items to be added.",,,,,,,
,Allow users to input the number of items to be added,,,,,,,
,This is used as the add more items button label for this webform element when displaying multiple values.,,,,,,,
,Add more button label,,,,,,,
,This is used as the add more items input label for this webform element when displaying multiple values.,,,,,,,
,Add more input label,,,,,,,
,Number of add more items,,,,,,,
,Multiple settings,,,,,,,
,Apply classes to the element's wrapper around both the field and its label. Select 'custom…' to enter custom classes.,,,,,,,
,Apply custom styles to the element's wrapper around both the field and its label.,,,,,,,
,Enter additional attributes to be added to the element's wrapper.,,,,,,,
,Wrapper attributes,,,,,,,
,Element attributes,,,,,,,
,Apply classes to the element's label.,,,,,,,
,Apply custom styles to the element's label.,,,,,,,
,Enter additional attributes to be added to the element's label.,,,,,,,
,Label attributes,,,,,,,
,Custom…,,,,,,,
,Select how a single value is displayed.,,,,,,,
,Item format,,,,,,,
,"The HTML to display for a single element value. You may include HTML or <a href="":href"">Twig</a>. You may enter data from the submission as per the ""variables"" below.",,,,,,,
,Item format custom HTML,,,,,,,
,"The text to display for a single element value. You may include <a href="":href"">Twig</a>. You may enter data from the submission as per the ""variables"" below.",,,,,,,
,Item format custom Text,,,,,,,
,Help using Twig,,,,,,,
,Select how multiple values are displayed.,,,,,,,
,Items format,,,,,,,
,"The HTML to display for multiple element values. You may include HTML or <a href="":href"">Twig</a>. You may enter data from the submission as per the ""variables"" below.",,,,,,,
,Items format custom HTML,,,,,,,
,"The text to display for multiple element values. You may include <a href="":href"">Twig</a>. You may enter data from the submission as per the ""variables"" below.",,,,,,,
,Items format custom Text,,,,,,,
,Multiple items,,,,,,,
,Apply classes to the element's display wrapper. Select 'custom…' to enter custom classes.,,,,,,,
,Apply custom styles to the element's display wrapper.,,,,,,,
,Enter additional attributes to be added to the element's display wrapper.,,,,,,,
,Display wrapper attributes,,,,,,,
,Submission display,,,,,,,
,Admin notes/comments,,,,,,,
,Admin notes/comments are display next to the element title in the form builder and visible in the form's YAML source,,,,,,,
,Private elements are shown only to users with results access.,,,,,,,
,Custom properties,,,,,,,
,"Read the %label element's <a href="":href"">API documentation</a>.",,,,,,,
,Custom settings,,,,,,,
,Select roles and users that should be able to populate this element when creating a new submission.,,,,,,,
,Create submission,,,,,,,
,Select roles and users that should be able to update this element when updating an existing submission.,,,,,,,
,Update submission,,,,,,,
,Select roles and users that should be able to view this element when viewing a submission.,,,,,,,
,View submission,,,,,,,
,"If unchecked, the element is never displayed. The element will only be visible within the form builder and hidden from all other displays including submission details, results, and download.",,,,,,,
,Display element,,,,,,,
,Edit @title element,,,,,,,
,Option description,,,,,,,
,Checklist (☑/☐),,,,,,,
,Checklist (gi),,,,,,,
,The default value of the field identified by its key.,,,,,,,
,Required elements defaults to: %required,,,,,,,
,The label to show for the initial option denoting no selection in a select element.,,,,,,,
,Optional elements defaults to: %optional,,,,,,,
,Custom options properties must include the 'Option value' followed by option (element) properties prepended with a hash (#) character.,,,,,,,
,option,,,,,,,
,@label value,,,,,,,
,A unique value stored in the database.,,,,,,,
,@label text / description,,,,,,,
,Enter text and description to be displayed on the form.,,,,,,,
,@label text,,,,,,,
,@label description,,,,,,,
,more @options,,,,,,,
,Custom @type…,,,,,,,
,"Please select <a href="":href"">predefined @type</a> or enter custom @type.",,,,,,,
,Enter text…,,,,,,,
,Enter description…,,,,,,,
,One column,,,,,,,
,Two columns,,,,,,,
,Three columns,,,,,,,
,Side by side,,,,,,,
,Buttons - flexbox,,,,,,,
,Buttons - horizontal,,,,,,,
,Buttons - vertical,,,,,,,
,Options display,,,,,,,
,Options description display,,,,,,,
,Randomizes the order of the options when they are displayed in the webform.,,,,,,,
,Element options,,,,,,,
,Wrapper type,,,,,,,
,Wrapper type and attributes,,,,,,,
,"Please note: That the below custom element attributes will also be applied to the @name fieldset wrapper. (<a href="":href"">Issue #2836374</a>)",,,,,,,
,Options properties,,,,,,,
,Options (custom) properties,,,,,,,
,%title has been @action.,,,,,,,
,Save + Add element,,,,,,,
,Creating custom conditional logic (Form API #states) with nested conditions or custom selectors will disable the conditional logic builder. This will require that Form API #states be manually entered.,,,,,,,
,Conditional Logic (YAML),,,,,,,
,"Learn more about Drupal's <a href="":href"">Form API #states</a>.",,,,,,,
,Available states,,,,,,,
,Available selectors,,,,,,,
,Available triggers,,,,,,,
,Are you sure you want to delete the %title element?,,,,,,,
,Remove this element,,,,,,,
,Delete any submission data associated with this element,,,,,,,
,Delete the '@title' element?,,,,,,,
,%title is not valid.,,,,,,,
,Form validation errors have been found.,,,,,,,
,(Display purposes only),,,,,,,
,The machine-readable name.,,,,,,,
,A tooltip displayed after the title.,,,,,,,
,The type of element to be displayed.,,,,,,,
,Please select predefined options.,,,,,,,
,"You can set sub-element properties using a double underscore between the sub-element's key and sub-element's property (subelement__property). For example, you can add custom attributes or states (conditional logic) to the title sub-element using 'title__attributes' and 'title__states'.",,,,,,,
,Attachment filetype,,,,,,Liitteen tiedostotyyppi,
,@title visible,,,,,,,
,@title title,,,,,,,
,Enter placeholder…,,,,,,,
,@title placeholder,,,,,,,
,Enter help text…,,,,,,,
,@title help text,,,,,,,
,@title description,,,,,,,
,Select title display…,,,,,,,
,@title title display,,,,,,,
,If 'Automatic' is selected Flexbox layout will only be used if a 'Flexbox layout' element is included in the webform.,,,,,,,
,Use Flexbox,,,,,,,
,"Replace select element with jQuery <a href="":href"">Select2</a> select box.",,,,,,,
,Select2,,,,,,,
,"If checked, adds required indicator to the title, if visible. To required individual elements, also tick ""Required"" under the @name settings above.",,,,,,,
,The default value of the composite webform element as YAML.,,,,,,,
,"If checked, the composite sub-element titles will be displayed as the table header labels.",,,,,,,
,Display elements in table columns,,,,,,,
,The below @item will be deleted.,The below @items will be deleted.,,,,,,
,Remove records from the database,,,,,,,
,Delete any uploaded files,,,,,,,
,Cancel all pending actions,,,,,,,
,"Yes, I want to delete this @item?","Yes, I want to delete these @items?",,,,,,
,Delete this @item?,Delete these @items?,,,,,,
,@title created.,,,,,,,
,GrantsHandlerSubmissionStorage,,,,,,,
,Document GRANTS-TEST-00000120 not found when loading WebformSubmission: 6936cd08-50bb-4efd-b497-07a473f31cb1. Error: No documents found in ATV,,,,,,,
,Client roles.,,,,,,,
,Select roles to be assigned users logging in with this client.,,,,,,,
,OpenID Connect client %label has been updated.,,,,,,,
,User %s added & assign them a HelsinkiProfiili Role,,,,,,Käyttäjä %s lisätty heille lisätty HelsinkiProfiili -rooli,
,Street,,,,,,Katuosoite,
,Post code,,,,,,Postinumero,
,Add / edit address,,,,,,,
,Saved addresses,,,,,,Tallennetut osoitteet,
,Bank account,,,,,,Tilinumero,
,"Grant application (%number) saved and attachments saved, 
                  see application status from @link.",,,,,,,
,Address has been saved.,,,,,,Osoite on tallennettu,
,Confirmation file,,,,,,Varmistustiedosto,
,Confirm this bank account.,,,,,,Varmista tämä pankkitili,
,Puheenjohtaja,,,,,,,
,Taloudesta vastaava,,,,,,,
,Sihteeri,,,,,,,
,Toiminnanjohtaja,,,,,,,
,Varapuheenjohtaja,,,,,,,
,Muu,,,,,,,
,Application official,,,,,,Hakemuksen vastuuhenkilö,
,Confirmation file saved for account %account. You can now use this account as receipient of grants.,,,,,,Varmistustiedosto tallennettu tilille %account. Voit käyttää nyt tätä tilinnumeroa avustusten vastaanottamiseen.,
,File deleted: %id.,,,,,,,
,Bank account has been saved.,,,,,,,
,Bank account confirmation successfully deleted,,,,,,Pankkitilin varmistustiedosto onnistuneesti poistettu,
,Official has been saved.,,,,,,Vastuuhenkilö tallennettu.,
,This value is not a valid email address.,,,,,,,
,Error with data. Property: %property. Message: %message,,,,,,,
,This value should not be blank.,,,,,,,
,grants_handler,,,,,,,
,"Grant application (@number) saved and attachments saved, 
                  see application status from @link",,,,,,,
,%value is not valid IBAN,,,,,,,
,"Data not saved, error with data. (This functionality WILL change before production.) Property: %property. Message: %message",,,,,,,
,Can be left empty.,,,,,,,
,Begin typing to search for keywords. ,,,,,,,
,"Lead is visible on the content page, content listings, search results and on social media.",,,,,,,
,"Image is visible on the content page, content listings, search results and on social media.",,,,,,,
,"Select whether you wish to display a hero highlight element on the page. If a hero is selected, it's heading will be used as the main heading for the page.",,,,,,Check this box if you want to use hero-block on the page. If you choose this the heros title field will define the heading level 1 title for the page.,
,Hero text,,,,,,Description,
,Paragraph visible on the hero. Can be left empty.,,,,,,Optional short description for hero block.,
,Set the hero layout from the menu. The layout affects what information is required below.,,,,,,Choose the paragraph design from the dropdown. Depending on what design you choose there may be different fields that you need to fill.,
,Hero heading,,,,,,Title,
,"If a hero is used on the page, this heading will be used as the page's main heading.",,,,,,Title for the hero block. This will be used as the level 1 heading for the page instead of the regular page title if hero is added on the page.,
,Content type for news and other topical content.,,,,,,Content type for article-like content with rich editing capabilities.,
,"Content type for the front page of a section or theme. A landing page consists of highlight areas, content listings and links.",,,,,,Content type for pages which serves as an entry point for a particular section of the site. Use landing page when you want to create a collection of links and information about a certain subject. ,
,Standard page,,,,,,Basic page,
,Content type for standard web content.,,,,,,Content type for pages that include information that doesn't age as quickly as for example article or news content.,
,Transcript,,,,,,Transkriptio,
,Provide a descriptive transcript of the visual information what is presented in the chart.,,,,,,Syötä kuvaava transkriptio kaaviossa esitetyistä visuaalisista tiedoista.,
,Chart,,,,,,Kaavio,
,Media type Chart can be used to present interactive charts. Supports Microsoft Power BI.,,,,,,Kaaviolla voidaan esittää interaktiivisia kaavioita. Tukee Microsoft Power BI:tä.,
,With Chart paragraph content producer can add an embedded chart from https://app.powerbi.com.,,,,,,Kaavio lohkolla voit lisätä upotettavan kaavion Power BI -palveluista.,
,Community practises business,,,,,,,
,Check this if this company practises business.,,,,,,,
,Attachment (@filename) uploaded,,,,,,,
,"Grant application (@number), 
                  see application status from @link",,,,,,,
,Application #,,,,,,Hakemuksen #,
,Attachments uploaded,,,,,,,
,Attachments en route,,,,,,,
,Application status,,,,,,Hakemuksen tila,
,Status history,,,,,,,
,grants_attachments,,,,,,,
,Grants attachment(@filename) upload succeeded: Response statusCode = @status,,,,,,,
,Removed db log row: @filename,,,,,,,
,"@fieldname has no file uploaded, it must be either delivered later or be included in other file.",,,,,,"@fieldname ei sisällä liitettyä tiedostoa, se täytyy toimittaa joko myöhemmin tai olla jo toimitettu.",
,Analytics,,,,,,,
,Display analytics reports from Matomo server.,,,,,,,
,Module to handle all interactions with users data in ATV,,,,,,,
,Module to handle attachments webform components,,,,,,,
,Integrates ATV to Drupal,,,,,,,
,Integrate Helsinkiprofiili data to Drupal user,,,,,,,
,Adds announcements that can be shown on TPR Unit and Service pages.,,,,,,,
,Provides media type for charts,,,,,,,
,Provides paragraph type for contact card listing,,,,,,,
,Include Hotjar functionality on certain pages by adding a block.,,,,,,,
,Deprecated,,,,,,,
,Adds school specific features. Currently used with the high school search.,,,,,,,
,Create a printable view of an unfilled webform.,,,,,,,
,Http Client Logs,,,,,,,
,Allows site administrators to grant some roles the authority to assign selected roles to users.,,,,,,,
,Select which roles should be able to see unpublished nodes.,,,,,,,
,Enables basic filename transliteration for all uploaded File Entities.,,,,,,,
,Allows site builders and developers to manage oEmbed providers,,,,,,,
,Show a user-friendly page when a fatal error or an exception occurs.,,,,,,,
,Table of contents for the selected entity.,,,,,,,
,Provides a multi-value form element that wraps any number of form elements.,,,,,,,
,Add a field containing the publication date.,,,,,,,
,Integrates YJDH service to Drupal,,,,,,,
,Provides media types for Form Tool forms,,,,,,,
,This module enables support for translation of link field in menu_link_content entity.,,,,,,,
,"Adds individual permissions for each meta tag, allowing for fine-grained access to the meta tags. Note: this may lead to performance issues on the permissions admin page, please see the included README.txt file for details.",,,,,,,
,Submits sitemaps to search engines and notifies IndexNow compatible engines about changes to entities.,,,,,,,
,Prevents multiple users from trying to edit a content entity simultaneously to prevent edit conflicts.,,,,,,,
,Provides mechanisms for automatically unlocking nodes that have been locked for a certain length of time.,,,,,,,
,Adds Matomo javascript tracking code to all your site's pages.,,,,,,,
,Matomo Tag Manager integration.,,,,,,,
,"Provides the ""Scheduled email"" handler, which sends Webform submissions via scheduled email using cron.",,,,,,,
,Provides support for highly customizable checkboxes and radio buttons. The iCheck library is no longer being maintained.,,,,,,,
,"Provides a form element to collect valid location information (address, longitude, latitude, geolocation) using Google Maps API's Geocoding and Places Autocomplete. The jQuery: Geocoding and Places Autocomplete Plugin library  is no longer being maintained.",,,,,,,
,Provides a webform element for toggling a single on/off state. The Toggles library  is no longer being maintained and has major accessibility issues.,,,,,,,
,WYSIWYG editing for rich text fields using CKEditor 5.,,,,,,,
,Views Bulk Operations,,,,,,,
,Examples,,,,,,,
,Hel.fi Grants,,,,,,,
,Defines an example action with all possible options.,,,,,,,
,"Module for handling various parts of the grants announcements, such as listing etc.",,,,,,,
,Adds an ability to perform bulk operations on selected entities from view results.,,,,,,,
,Adds access permissions on all actions allowing admins to restrict access on a per-role basis.,,,,,,,
,Allows bulk edition of entity field values.,,,,,,,
,Shareable image,,,,,,,
,Default OG Image,,,,,,,
HDBT Admin editorial,Editing metadata,,,,,,Metatietojen muuttaminen,
HDBT Admin editorial,Can be left unchanged. Tokens can be used to set metadata.,,,,,,Näitä asetuksia ei tarvitse muuttaa. Metatietojen asettamisessa voidaan käyttää valmiita korvauskuvioita.,
HDBT Admin editorial,Version notes,,,,,,Miten muutit sivua?,
HDBT Admin editorial,Image is not selected.,,,,,,Kuvaa ei ole valittu.,
HDBT Admin editorial,Add image,,,,,,Lisää kuva,
,"At least one sitemap needs to be defined for a bundle to be indexable.<br>Sitemaps can be configured <a href=""@url"">here</a>.",,,,,,,
HDBT Admin editorial,Page title is visible in search results and browser tab heading. The title is set automatically and does not need to be set here. Recommended max. legth: 55–65 characters.,,,,,,,
HDBT Admin editorial,A succinct description of the page content. Max. 160 characters. May be visible in search results. The description is fetched from the Lead-field and does not need to be set here.,,,,,,"Tiivis kuvaus sivun sisällöstä. Enintään 160 merkkiä. Voi näkyä hakukoneiden tuloksissa. Kuvaus haetaan Ingressi-kentästä, eikä sitä tarvitse muuttaa.",
HDBT Admin editorial,Release time,,,,,,Julkaisuaika,
HDBT Admin editorial,Hiding the page,,,,,,Ajastettu piilottaminen,
,Signout,,,,,,Kirjaudu ulos,
,"Sorry, the page you were looking for was not found",,,,,,Etsimääsi sivua ei valitettavasti löytynyt,
,Check that you have typed in the page address correctly. We may have deleted or moved the content.,,,,,,"Tarkista, että sivun osoite on kirjoitettu oikein. Olemme myös saattaneet poistaa tai siirtää sivun.",
Return to homepage link for error pages,Go back to the hel.fi homepage,,,,,,Siirry hel.fin etusivulle,
Feedback link for error pages,Give feedback,,,,,,Anna palautetta,
,Chairperson,,,,,,Puheenjohtaja,
,Secretary,,,,,,Sihteeri,
,Sign in,,,,,,Kirjaudu sisään,
,Financial officer,,,,,,Taloudenhoitaja,
,Operative manager,,,,,,,
,Vice Chairperson,,,,,,Varapuheenjohtaja,
,No content has been found.,,,,,,,
,You do not have permission to access this page,,,,,,Sinulla ei ole käyttöoikeutta tälle sivulle,
,"This page is available to registered users only. If you have the necessary permissions, you can sign in to see the content.",,,,,,"Sivu näkyy vain kirjautuneille käyttäjille. Jos sinulla on riittävät käyttöoikeudet, näet sisällön kirjautumalla sisään.",
Log in block title on error pages,Log in,,,,,,Kirjaudu sisään,
,You need to select applicant type.,,,,,,,
,Registered community,,,,,,Rekisteröity yhteisö,
,UNregistered community,,,,,,,
,Private person,,,,,,Yksityishenkilö,
,Select applicant type,,,,,,Valitse hakijarooli,
,Applicant type,,,,,,,
,"Grant application (<span id=""saved-application-number"">@number</span>) saved, 
                  see application status from @link",,,,,,,
,No messages has been found.,,,,,,,
,Add attachment to your message,,,,,,Lisää liite viestiisi,
,No events has been found.,,,,,,,
,No status updates has been found.,,,,,,,
,Your message has been sent. Please note that it may not show up on this page straight away.,,,,,,,
,Your message: @message,,,,,,Viestisi: @message,
,(unknown),,,,,,,
,"Briefly describe the purpose for which the community is working and how the community is fulfilling its purpose. For example, you can use the text ""Community purpose and forms of action"" in the Community rules. Please do not describe the purpose of the grant here, it will be asked later when completing the grant application.",,,,,,"Kerro lyhyesti tarkoitus, jonka edistämiseksi yhteisö toimii ja millä tavoin yhteisö toteuttaa tarkoitustaan. Voit hyödyntää esimerkiksi yhteisön säännöistä löytyvää ""Yhteisön tarkoitus ja toimintamuodot"" -tekstikappaletta. Älä kuvaile avustuksen käyttötarkoitusta tässä, sitä kysytään myöhemmin avustushakemuksen täyttämisen yhteydessä.",
,Some information fetched from personal information,,,,,,Osa tiedoista on haettu lomakkeelle asiointipalvelun omista tiedoista,
,Check the information on the form before sending the application. You can change your own information from personal information section of the site.,,,,,,Tarkistathan lomakkeella olevat tiedot ennen hakemuksen lähettämistä. Voit muokata omia tietoja oma asiointi > omat tiedot -osiossa.,
,"Fields marked with an asterisk * are required, that need to be filled before saving.",,,,,,"Tähdellä * merkityt kentät ovat pakollisia tietoja, jotka sinun on täytettävä ennen tietojen tallentamista.",
,%type: @message in %function (line %line of %file) [@uuid].,,,,,,,
,New address,,,,,,,
,New Official,,,,,,,
,Select address,,,,,,Valitse osoite,
,Select official,,,,,,Valitse vastaava henkilö,
,Save address,,,,,,,
,Delete address,,,,,,Poista osoite,
,Edit address,,,,,,Muokkaa osoitetta,
,Address deleted.,,,,,,Osoite poistetu.,
,Select account,,,,,,Valitse tilinumero,
,Save bank account,,,,,,,
,Edit bank account,,,,,,Muokkaa pankkitiliä,
,Save official,,,,,,Tallenna vastuuhenkilö,
,Edit official,,,,,,Muokkaa vastuuhenkilöä,
,Subvention name,,,,,,Avustustyyppi,
,Description of business purpose (max. 500 characters),,,,,,Kuvaus yhteisön toiminnan tarkoituksesta (500 merkkiä),
,Generate new report,,,,,,,
,@bundle_type is @bundle,,,,,,,
,@bundle_type is @bundles or @last,,,,,,,
,"In the <em>Manage</em> administrative menu, navigate to <a href=""@people_url""><em>People</em></a>.",,,,,,"<em>Hallitse</em>-ylläpitovalikossa siirry <a href=""@people_url""><em>Käyttäjät</em>-kohtaan</a>.",
,Start typing the title of a content item and select it when the full title comes up,,,,,,,
,"If checked, users creating new media items in the media library will see a summary of their selected media items, and they will be able to insert their selection directly into the media field or text editor.",,,,,,,
,Any custom or contributed block can be added to a particular region by clicking on a button Place block. A new block can also be created by clicking on Place Block,,,,,,,
,What are media items?,,,,,,,
,What is the media library?,,,,,,,
,The media library is a visual user interface for managing and reusing media items. Add media items to content using Media reference fields and the Media library field widget.,,,,,,,
,Media items and media types are managed by the core Media module.,,,,,,,
,Nav,,,,,,,
,Aggregator item row,,,,,,,
,Requirements error period,,,,,,,
,Changing the source language for a translation,,,,,,,
,Crops an image to a rectangle specified by the given dimensions.,,,,,,,
,Language of the translation of user information,,,,,,,
,Unique field constraint,,,,,,,
,"For more information, see the <a href="":drupal-org-help"">online documentation for the Custom Menu Links module</a>. If you enable the Menu UI module, it provides an interface for managing menus and menu links.",,,,,,,
,"Contributed projects that support the Views module can be found in the <a href="":node"">online documentation for Views-related contributed modules</a>.",,,,,,,
,Mismatched entity and/or field definitions,,,,,,,
,A unique machine-readable name for this media type.,,,,,,,
,"Fields that apply to all languages are hidden to avoid conflicting changes. <a href="":url"">Edit them on the original language form</a>.",,,,,,,
,The name of the author/owner,,,,,,,
,Migrate Drupal Multilingual,,,,,,,
,Are you sure you want to discard your layout changes?,,,,,,,
,Status Details,,,,,,,
,"All (create, read, update, delete)",,,,,,,
,Adjust the <em>Format string</em> until the <em>Displayed</em> format matches what you want. (Date format strings are composed of PHP date format codes.),,,,,,,
,Field discovery failed for Drupal core version @core. Did this site have the Field module installed? Error: @message,,,,,,,
,The Migrate Drupal Multilingual module is deprecated and should not be installed.,,,,,,,
,Maintaining and troubleshooting overview,,,,,,,
,Configure your site so that cron runs periodically.,,,,,,,
,"If your site is not behaving as expected, clear the cache before trying to diagnose the problem.",,,,,,,
,Update or delete an existing user account.,,,,,,,
,Olivero Utilities,,,,,,,
,Enable mobile menu at all widths,,,,,,,
,Header site branding background color,,,,,,,
,Search by keyword or phrase.,,,,,,,
,Nav Medium,,,,,,,
,Grid Medium,,,,,,,
,Grid Max,,,,,,,
,Search form (narrow),,,,,,,
,Search form (wide),,,,,,,
,Enables the mobile menu toggle at all widths.,,,,,,,
,Maintaining and troubleshooting your site,,,,,,,
,"Drupal is an open source platform for building amazing digital experiences. It’s made, used, taught, documented, and marketed by the <a href=""@drupal_community"">Drupal community</a>. Our community is made up of people from around the world with a shared set of <a href=""@drupal_values"">values</a>, collaborating together in a respectful manner. As we like to say:",,,,,,,
,"Come for the code, stay for the community.",,,,,,,
,"<a href=""@drupal_extend"">Extend Drupal:</a> Drupal’s core software can be extended and customized in remarkable ways. Install additional functionality and change the look of your site using addons contributed by our community.",,,,,,,
,Bookmark these links to our active Drupal community groups and support resources.,,,,,,,
,The specified file '%original_source' could not be copied because the destination directory '%destination_directory' is not properly configured. This may be caused by a problem with file or directory permissions.,,,,,,,
,"A user-defined date format. See the <a href=""https://www.php.net/manual/datetime.format.php#refsect1-datetime.format-parameters"">PHP manual</a> for available options.",,,,,,,
,"The Filter module allows administrators to configure text formats. Text formats change how HTML tags and other text will be <em>processed and displayed</em> in the site. They are used to transform text, and also help to defend your website against potentially damaging input from malicious users. Visual text editors can be associated with text formats by using the <a href="":editor_help"">Text Editor module</a>. For more information, see the <a href="":filter_do"">online documentation for the Filter module</a>.",,,,,,,
,"Enabling the Forum module provides a default <em>Forums</em> menu link in the Tools menu that links to the <a href="":forums"">Forums page</a>.",,,,,,,
,What is serialization?,,,,,,,
,Online documentation for the RESTful Web Services module,,,,,,,
,Creating threaded discussion forums,,,,,,,
,What is a forum?,,,,,,,
,What is the forum hierarchy?,,,,,,,
,The forum hierarchy consists of:,,,,,,,
,Configuring forums,,,,,,,
,"If creating a parent menu link, enter the title of the link.",,,,,,,
,"If creating a parent menu link, enter the description of the link.",,,,,,,
,Views cannot create normal menu links for paths with a % in them.,,,,,,,
,Primary Branding Color,,,,,,,
,"Blocks are boxes of content rendered into an area, or region, of a web page that can be displayed in regions (such as footer or sidebar) on your page.",,,,,,,
