msgctxt,msgid,msgid_plural,flags,references,extractedComments,comments,msgstr[0],msgstr[1]
,Temporary file could not be created for file upload.,,,,,,,
,Drupal 9 no longer uses the $settings['install_profile'] value in settings.php and it should be removed.,,,,,,,
,@low_version_number to @high_version_number,,,,,,,
,Update to a supported minor version soon to continue receiving security updates.,,,,,,,
,"Visit the <a href="":url"">release cycle overview</a> for more information on supported releases.",,,,,,,
,Requires Drupal core:,,,,,,,
,Covered until @end_version,,,,,,,
,Coverage has ended,,,,,,,
,"<a href="":update_status_report"">Update to @next_minor or higher</a> soon to continue receiving security updates.",,,,,,,
,Covered until @date,,,,,,,
,"<a href="":update_status_report"">Update to a supported minor</a> as soon as possible to continue receiving security updates.",,,,,,,
,Allows configuration of tasks to be executed in response to events.,,,,,,,
,"Gathers and displays syndicated content (RSS, RDF, and Atom feeds) from external sources.",,,,,,,
,Allows administrators to ban visits from specific IP addresses.,,,,,,,
,Supplies an HTTP Basic authentication provider.,,,,,,,
,Allows the creation of custom blocks and block types.,,,,,,,
,Manages breakpoints and breakpoint groups for responsive designs.,,,,,,,
,Allows users to change the color scheme of compatible themes.,,,,,,,
,Allows users to comment on content.,,,,,,,
,Allows administrators to import and export configuration changes.,,,,,,,
,Provides site-wide contact forms and forms to contact individual users.,,,,,,,
,Provides contextual links to directly access tasks related to page elements.,,,,,,,
,Logs system events in the database.,,,,,,,
,"Caches pages, including those with dynamic content, for all users.",,,,,,,
,Entity Reference: Deprecated,,,,,,,
,"Entity Reference is deprecated, all functionality has been moved to Core.",,,,,,,
,Provides a user interface for the Field module.,,,,,,,
,Defines a field type for files.,,,,,,,
,Defines a field type for image media and provides display configuration tools.,,,,,,,
,Allows users to configure available languages.,,,,,,,
,Allows users to create menu links.,,,,,,,
,Users with sufficient access rights will be able to override these options.,,,,,,,
,Allows users to create search pages based on plugins provided by other modules.,,,,,,,
,Deprecated. SimpleTest has been removed from core.,,,,,,,
,PHP APCu caching,,,,,,,
,Enabled (@size),,,,,,,
,"Depending on your configuration, Drupal can run with a @apcu_size APCu limit. However, a @apcu_default_size APCu limit (the default) or above is recommended, especially if your site uses additional custom or contributed modules.",,,,,,,
,Memory available: @available.,,,,,,,
,"PHP APCu caching can improve your site's performance considerably. It is <strong>highly recommended</strong> to have <a href=""https://www.php.net/manual/apcu.installation.php"" target=""_blank"">APCu</a> installed on your server.",,,,,,,
,The version of Drupal you are trying to update from is too old,,,,,,,
,"Updating to Drupal @current_major is only supported from Drupal version @required_min_version or higher. If you are trying to update from an older version, first update to the latest version of Drupal @previous_major. (<a href="":url"">Drupal 9 upgrade guide</a>)",,,,,,,
,Unsupported schema version: @module,,,,,,,
,"The installed version of the %module module is too old to update. Update to an intermediate version first (last removed version: @last_removed_version, installed version: @installed_version).",,,,,,,
,Displays guided tours of the site interface.,,,,,,,
,@theme,,,,,,,
,"@theme (theme) (<span class=""admin-disabled"">disabled</span>)",,,,,,,
,This theme requires the listed modules to operate correctly.,,,,,,,
,This theme requires the listed modules to operate correctly. They must first be enabled by a user with permissions to do so.,,,,,,,
,"This theme requires the listed modules to operate correctly. They must first be enabled via the <a href="":modules_url"">Extend page</a>.",,,,,,,
,"Review the <a href="":url""> suggestions for resolving this incompatibility</a> to repair your installation, and then re-run update.php.",,,,,,,
,Missing updates for: @module,,,,,,,
,"The following module is installed, but it is incompatible with Drupal @version:","The following modules are installed, but they are incompatible with Drupal @version:",,,,,,
,Incompatible module,Incompatible modules,,,,,,
,"The following theme is installed, but it is incompatible with Drupal @version:","The following themes are installed, but they are incompatible with Drupal @version:",,,,,,
,Incompatible theme,Incompatible themes,,,,,,
,"The following module is installed, but it is incompatible with PHP @version:","The following modules are installed, but they are incompatible with PHP @version:",,,,,,
,"The following theme is installed, but it is incompatible with PHP @version:","The following themes are installed, but they are incompatible with PHP @version:",,,,,,
,"The following module is marked as installed in the core.extension configuration, but it is missing:","The following modules are marked as installed in the core.extension configuration, but they are missing:",,,,,,
,Missing or invalid module,Missing or invalid modules,,,,,,
,"The following theme is marked as installed in the core.extension configuration, but it is missing:","The following themes are marked as installed in the core.extension configuration, but they are missing:",,,,,,
,Missing or invalid theme,Missing or invalid themes,,,,,,
,The installed version of the %module module is too old to update. Update to a version prior to @versions first (missing updates: @missing_updates).,The installed version of the %module module is too old to update. Update first to a version prior to all of the following: @versions (missing updates: @missing_updates).,,,,,,
,"@module_name (<span class=""admin-missing"">missing</span>)",,,,,,,
,"@module_name (<span class=""admin-missing"">incompatible with</span> this version of Drupal core)",,,,,,,
,"@module_name (<span class=""admin-missing"">incompatible with</span> version @version)",,,,,,,
,"@module_name (<span class=""admin-disabled"">disabled</span>)",,,,,,,
,Unable to install @theme due to missing module dependencies.,,,,,,,
,Empty version,,,,,,,
,Ban visitors from one or more IP addresses from accessing and viewing your site.,,,,,,,
,"In the <em>Manage</em> administrative menu, navigate to <em>Configuration</em> &gt; <em>People</em> &gt; <a href=""@ban""><em>IP address bans</em></a>",,,,,,,
,Enter an <em>IP address</em> and click <em>Add</em>.,,,,,,,
,You should see the IP address you entered listed under <em>Banned IP addresses</em>. Repeat the above steps to ban additional IP addresses.,,,,,,,
,What types of data does a site have?,,,,,,,
,What is a content entity?,,,,,,,
,"A <em>content entity</em> (or more commonly, <em>entity</em>) is an item of content data, which can consist of text, HTML markup, images, attached files, and other data. Content entities are grouped into <em>entity types</em>, which have different purposes and are displayed in very different ways on the site. Most entity types are also divided into <em>entity sub-types</em>, which are divisions within an entity type to allow for smaller variations in how the entities are used and displayed. For example, the <em>Content item</em> entity type that stores page-level content is divided into <em>content type</em> sub-types; the <em>Custom block</em> entity type has <em>custom block types</em>; but the <em>User</em> entity type (for user profile information) does not have sub-types.",,,,,,,
,What is a field?,,,,,,,
,What is a reference field?,,,,,,,
,What field types are available?,,,,,,,
,Email (core system): Stores email addresses,,,,,,,
,Link (Link module): Stores URLs and link text,,,,,,,
,What is a formatter?,,,,,,,
,What is a widget?,,,,,,,
,Managing content structure overview,,,,,,,
,Configure your system so that cron will run automatically.,,,,,,,
,What are cron tasks?,,,,,,,
,What options are available for running cron?,,,,,,,
,"You can also run cron manually, but this is not the recommended way to make sure it is run periodically.",,,,,,,
,"If you want to run cron right now, click <em>Run cron</em> and wait for cron to finish.",,,,,,,
,What is a module?,,,,,,,
,What are installing and uninstalling?,,,,,,,
,Extending overview,,,,,,,
,Click <em>Save and continue</em>.,,,,,,,
,"On the next screen, enter a value for <em>Allowed number of values</em>. You can limit the field to one value per entity item, a set number of values, or set it to have unlimited values. Click <em>Save field settings</em>.",,,,,,,
,Use the drag arrows to order the fields in your preferred order.,,,,,,,
,"When you are done making changes, click <em>Save</em>.",,,,,,,
,Clear the data in the site cache.,,,,,,,
,What is the cache?,,,,,,,
,Click <em>Clear all caches</em>. Your site's cached data will be cleared.,,,,,,,
,"Put your site in maintenance mode to perform maintenance operations, and then return to normal mode when finished.",,,,,,,
,What is maintenance mode?,,,,,,,
,"In the <em>Manage</em> administrative menu, navigate to <em>Extend</em> &gt; <a href=""@uninstall_url""><em>Uninstall</em></a>.",,,,,,,
,"If you have the core Database Logging module installed, in the <em>Manage</em> administrative menu, navigate to <em>Reports</em> &gt; <em>Recent log messages</em> to see a report of the error and informational messages your site has generated. You can filter the report by <em>Severity</em> to see only the most critical messages, if desired.",,,,,,,
,Click <em>Add user</em>.,,,,,,,
,"Enter the <em>Email address</em>, <em>Username</em>, and <em>Password</em> (twice) for the new user.",,,,,,,
,Verify that the <em>Roles</em> checked for the new user are correct.,,,,,,,
,"Optionally, change other settings on the form.",,,,,,,
,Click <em>Create new account</em>.,,,,,,,
,Create a new role.,,,,,,,
,"In the <em>Manage</em> administrative menu, navigate to <em>People</em> &gt; <a href=""@roles_url""><em>Roles</em></a>.",,,,,,,
,Click <em>Add role</em>.,,,,,,,
,"Enter the desired <em>Role name</em>. If desired, click <em>Edit</em> to change the <em>Machine name</em> for the role.",,,,,,,
,Click <em>Save</em>. You should be returned to the <em>Roles</em> page and your new role should be in the role list.,,,,,,,
,What is a user?,,,,,,,
,"A user is anyone accessing or viewing your site. <em>Anonymous</em> users are users who are not logged in, and <em>Authenticated</em> users are users who are logged in.",,,,,,,
,<em>Roles</em> are used to group and classify users; each user can be assigned one or more roles. There are also special roles for all anonymous and all authenticated users.,,,,,,,
,What is a permission?,,,,,,,
,Overview of managing user accounts and visitors,,,,,,,
,Modify the permissions for an existing role.,,,,,,,
,"In the <em>Manage</em> administrative menu, navigate to <em>People</em> &gt; <a href=""@permissions_url""><em>Permissions</em></a>.",,,,,,,
,Click <em>Save permissions</em>.,,,,,,,
,Click <em>Edit</em> in the <em>Operations</em> area of the account of interest.,,,,,,,
,"To delete the user account, scroll to the bottom and click <em>Cancel account</em>. Select what you want to happen to the user's content on the next screen, and click <em>Cancel account</em>.",,,,,,,
,"To update the user account, enter new values in the form and click <em>Save</em>.",,,,,,,
,Olivero,,,,,,,
,olivero settings,,,,,,,
,Toggle Main Menu,,,,,,,
,"Schema information for module %module was missing from the database. You should manually review the module updates and your database to check if any updates have been skipped up to, and including, %last_update_hook.",,,,,,,
,Path: @uri. %type: @message in %function (line %line of %file).,,,,,,,
,"In the <em>Manage</em> administrative menu, navigate to <em>Configuration</em> &gt; <em>Web services</em> &gt; <a href=""@aggregator_overview_url""><em>Aggregator</em></a>.",,,,,,,
,"Click <em>Add feed</em> if you have an individual feed URL to add, or <em>Import OPML</em> if you have an OPML-formatted list of feeds to add.",,,,,,,
,"If you clicked <em>Add feed</em>, enter a <em>Title</em> for the feed and the <em>URL</em> of the feed. Select an <em>Update interval</em> and click <em>Save</em>.",,,,,,,
,"If you clicked <em>Import OPML</em>, either choose an <em>OPML file</em> from your local computer or enter an <em>OPML Remote URL</em> to import an OPML list from a URL. Select an <em>Update interval</em> and click <em>Import</em>.",,,,,,,
,"In the <em>Manage</em> administrative menu, navigate back to <em>Configuration</em> &gt; <em>Web services</em> &gt; <a href=""@aggregator_overview_url""><em>Aggregator</em></a>. You should see the new feed or feeds that you added in the list under <em>Feed overview</em>.",,,,,,,
,"To verify that your feed is working, click <em>Update items</em> in the <em>Operations</em> list for your feed, and then click the feed name to view the imported items on the standard provided feed page.",,,,,,,
,Manage an existing feed or change its configuration.,,,,,,,
,"In the <em>Manage</em> administrative menu, navigate to <em>Configuration</em> &gt; <em>Web services</em>&gt; <a href=""@aggregator_overview_url""><em>Aggregator</em></a>.",,,,,,,
,Click <em>Edit</em> in the <em>Operations</em> list for the feed you want to configure. Enter new values and click <em>Save</em>.,,,,,,,
,"Optionally, delete the previously-imported items from the feed by clicking <em>Delete items</em> in the <em>Operations</em> list for the feed.",,,,,,,
,"Optionally, import new items from the feed by clicking <em>Update items</em> in the <em>Operations</em> list for the feed. You can also run the site Cron process to import items into all feeds, depending on the configured <em>Update interval</em> for each feed.",,,,,,,
,"Optionally, click <em>Settings</em> to configure the settings for all feeds, including the <em>Number of items shown in listing pages</em> and how long to keep old items from feeds on your site. Click <em>Save configuration</em>.",,,,,,,
,What is a feed?,,,,,,,
,What is OPML?,,,,,,,
,"OPML (Outline Processor Markup Language) is a specification for making hierarchical lists, which is commonly used for lists of feeds.",,,,,,,
,What are the options for updating feed items?,,,,,,,
,"Feeds are <em>updated</em> (new items imported) each time your site's cron task runs, if the selected <em>Update interval</em> for the feed has passed. You can also update feeds manually; see <a href=""@config_topic"">Managing and configuring an existing feed</a> for details.",,,,,,,
,What are the options for displaying feeds?,,,,,,,
,"Using the core Aggregator, Views, Views UI, and Block modules, you can display feed data in your site in various ways (see related topics for more information):",,,,,,,
,"After creating and updating a feed, view the feed page provided by the core Aggregator module, which displays recent imported items; see <a href=""@create_topic"">Creating a feed</a> for details.",,,,,,,
,Place the <em>Aggregator feed</em> block in a region of your theme; each block you place lists the most recent items from one feed.,,,,,,,
,Create a custom view that shows either <em>Aggregator feed</em> (feeds) or <em>Aggregator feed item</em> (items from feeds).,,,,,,,
,Overview of aggregation,,,,,,,
,"The core Aggregator module allows you to add, edit, and delete feeds, choose how often to import items from feeds, and display the feeds. See the related topics below for specific tasks.",,,,,,,
,"Add, remove, or rearrange the fields on personal and site-wide contact forms.",,,,,,,
,What are the fields on contact forms?,,,,,,,
,"In the <em>Manage</em> administrative menu, navigate to <em>Structure</em> &gt; <a href=""@contact_url""><em>Contact forms</em></a>.",,,,,,,
,Configure personal contact forms for registered users on the website.,,,,,,,
,"In the <em>Manage</em> administrative menu, navigate to <em>Configuration</em> &gt; <em>People</em> &gt; <a href=""@config_url""><em>Account settings</em></a>.",,,,,,,
,Click <em>Save configuration</em>.,,,,,,,
,Create a new site-wide contact form.,,,,,,,
,Click <em>Add contact form</em>.,,,,,,,
,"Click <em>Save</em>. You should see your new contact form in the table, along with a link to view it.",,,,,,,
,What are contact forms?,,,,,,,
,See the related topics below for specific tasks.,,,,,,,
,Click <em>Edit</em> for the site-wide form you want to be the default.,,,,,,,
,Check <em>Make this the default form</em> and click <em>Save</em>.,,,,,,,
,"Click <em>Save settings</em>. You should be returned to the <em>Manage fields</em> page, with your new field in the list.",,,,,,,
,Whether to force the output to be an absolute link (beginning with http: or https:),,,,,,,
,Whether to force this URL to point to a secure location (beginning with https:),,,,,,,
,Checked %langcode translation for %project.,,,,,,,
,Downloaded %langcode translation for %project.,,,,,,,
,Importing %langcode translation for %project.,,,,,,,
,Imported %langcode translation for %project.,,,,,,,
,"It looks like you have content on your new site which <strong>may be overwritten</strong> if you continue to run this upgrade. The upgrade should be performed on a clean Drupal @version installation. For more information see the <a target=""_blank"" href="":id-conflicts-handbook"">upgrade handbook</a>.",,,,,,,
,"Upgrade a site by importing its files and the data from its database into a clean and empty new install of Drupal @version. See the <a href="":url"">Drupal site upgrades handbook</a> for more information.",,,,,,,
,This empty Drupal @version installation you will import the old site to.,,,,,,,
,"<strong>Enable all modules on this new site</strong> that are enabled on the old site. For example, if the old site uses the Book module, then enable the Book module on this new site so that the existing data can be imported to it.",,,,,,,
,The menu name (= set name) for this shortcut link.,,,,,,,
,"There are errors with some installed themes. Visit the <a href="":link"">status report page</a> for more information.",,,,,,,
,"There are errors with some installed modules. Visit the <a href="":link"">status report page</a> for more information.",,,,,,,
,"Display machine name must contain only lowercase letters, numbers, or underscores.",,,,,,,
,"Module %name has an entry in the system.schema key/value storage, but is missing from your site. <a href="":url"">More information about this error</a>.",,,,,,,
,"Module %name has an entry in the system.schema key/value storage, but is not installed. <a href="":url"">More information about this error</a>.",,,,,,,
,Missing required data for configuration: %config,,,,,,,
,What is a book?,,,,,,,
,"A book is a structured group of content pages, arranged in a hierarchical structure called a <em>book outline</em>. A book hierarchy can be up to nine levels deep, and a book can include <em>Book page</em> content items or other content items. Every book has a default book-specific navigation block, which contains links that lead to the previous and next pages in the book and to the level above the current page in the book's structure.",,,,,,,
,What are the permissions for books?,,,,,,,
,"The following permissions are needed to create and manage books; see <a href=""@user_topic"">Managing user accounts and site visitors</a> and its related topics for more about permissions.",,,,,,,
,Allows users to add new books to the site.,,,,,,,
,Add content and child pages to books and manage their hierarchies,,,,,,,
,Allows users to add configured types of content to existing books.,,,,,,,
,"Allows users to add <em>any</em> type of content to a book, use the book overview administration page, and rearrange the pages of a book from the book outline page.",,,,,,,
,Administer site configuration (in the System module section),,,,,,,
,"Allows users to do many site configuration tasks, including configuring books. This permission has security implications.",,,,,,,
,"Allows users to click the <em>printer-friendly version</em> link to generate a printer-friendly display of the page, which includes pages below it in the book outline.",,,,,,,
,<em>Book page</em> content permissions (in the Node module section),,,,,,,
,"Like other content types, the <em>Book page</em> content type has separate permissions for creating, editing, and deleting a user's own and any content items of this type.",,,,,,,
,Managing books,,,,,,,
,"Book management is handled by the core Book module. The topics listed below will help you create, edit, and configure books.",,,,,,,
,Add a page to an existing book.,,,,,,,
,"In the <em>Manage</em> administrative menu, navigate to <em>Content</em> &gt; <a href=""@node_add""><em>Add content</em></a> &gt; <em>Book page</em>. If you have configured additional content types that can be added to books, you can substitute a different content type for <em>Book page</em> (see the <a href=""@config"">Configuring books</a> topic for more information).",,,,,,,
,Enter a title for the page and some text for the body of the page.,,,,,,,
,"In the vertical tabs area, click <em>Book Outline</em>. Select the book you want to add the page to in the <em>Book</em> select list. If you want to insert this page into the book hierarchy, also select the desired parent page in the <em>Parent item</em> select list.",,,,,,,
,Select the desired weight for the page in the <em>Weight</em> select list (pages with the same parent item are ordered from lowest to highest weight).,,,,,,,
,Click <em>Save</em> to add the page to the book.,,,,,,,
,Configure settings related to books.,,,,,,,
,"In the <em>Manage</em> administrative menu, navigate to <em>Structure</em> &gt; <em>Books</em> &gt; <a href=""@settings""><em>Settings</em></a>.",,,,,,,
,Check all of the content types that you would like to use as book pages in the <em>Content types allowed in book outlines</em> field.,,,,,,,
,"In the <em>Content type for the Add child page link</em> field, select the content type that will be created from the <em>Add child page</em> link on a book page.",,,,,,,
,Create a new book.,,,,,,,
,"In the <em>Manage</em> administrative menu, navigate to <em>Content</em> &gt; <em>Add content</em> &gt; <em>Book page</em>. If you have configured additional content types that can be added to books, you can substitute a different content type for <em>Book page</em>.",,,,,,,
,"Enter a title for the book, and if desired, some text for the body of the book's title page.",,,,,,,
,"In the vertical tabs area, click <em>Book Outline</em>. Select <em>- Create a new book -</em> from the <em>Book</em> select list.",,,,,,,
,Click <em>Save</em> to create the book.,,,,,,,
,Change the order and titles of pages within a book.,,,,,,,
,"In the <em>Manage</em> administrative menu, navigate to <em>Structure</em> &gt; <a href=""@overview""><em>Books</em></a>.",,,,,,,
,Click <em>Edit order and titles</em> for the book you would like to change.,,,,,,,
,Drag the book pages to the desired order.,,,,,,,
,"If desired, enter new text for one or more of the page titles within the book.",,,,,,,
,Click <em>Save book pages</em>.,,,,,,,
,What are breakpoints?,,,,,,,
,What are media queries?,,,,,,,
,What are resolution multipliers?,,,,,,,
,What is a breakpoint group?,,,,,,,
,Managing breakpoints and breakpoint groups overview,,,,,,,
,"The <em>Breakpoint</em> module allows you to define breakpoints and breakpoint groups in YAML files. Modules and themes can use the API provided by the <em>Breakpoint</em> module to define breakpoints and breakpoint groups, and to assign resolution multipliers to breakpoints.",,,,,,,
,Working with breakpoints in Drupal 8,,,,,,,
,W3C standards for media queries,,,,,,,
,"In the Manage administrative menu, navigate to <a href=""@appearance"">Appearance</a>.",,,,,,,
,Click the <em>Settings</em> link for the theme you want to change the colors of.,,,,,,,
,"In the <em>Color scheme</em> section, choose new colors for the backgrounds, text, and links that your theme defines colors for. However, if you do not see color settings, then your theme does not support the Color module.",,,,,,,
,Click <em>Save configuration</em>. Color-specific stylesheets will be generated and saved in the file system.,,,,,,,
,Color module overview,,,,,,,
,What is a theme?,,,,,,,
,What is a base theme?,,,,,,,
,What is a layout?,,,,,,,
,Changing site appearance overview,,,,,,,
,"The main way to change the overall appearance of your site is to switch the default theme. You can also change the color palette of some themes, if the core Color module is installed and the theme supports it; some themes also have other settings. The core Layout Builder and Layout Discovery modules allow you to define layouts for your site's content, and the core Breakpoint module helps themes change appearance for different-sized devices. See the related topics listed below for specific tasks.",,,,,,,
,Theming Drupal 8,,,,,,,
,The core Field UI module provides a user interface for managing fields and their display on entities.,,,,,,,
,The core Layout Builder module provides a more flexible user interface for configuring the display of entities.,,,,,,,
,What is site performance?,,,,,,,
,What is caching?,,,,,,,
,What is file aggregation?,,,,,,,
,What can I do to improve my site's performance?,,,,,,,
,The following Drupal core modules and mechanisms can improve your site's performance:,,,,,,,
,Internal Page Cache module,,,,,,,
,Caches pages requested by users who are not logged in (anonymous users). Do not use if your site needs to send different output to different anonymous users.,,,,,,,
,Internal Dynamic Page Cache module,,,,,,,
,"Caches data for both authenticated and anonymous users, with non-cacheable data in the page converted to placeholders and calculated when the page is requested.",,,,,,,
,Big Pipe module,,,,,,,
,"Changes the way pages are sent to users, so that cacheable parts are sent out first with placeholders, and the uncacheable or personalized parts of the page are streamed afterwards. This allows the browser to render the bulk of the page quickly and fill in the details later.",,,,,,,
,Performance page settings,,,,,,,
,Online documentation for the Internal Page Cache module,,,,,,,
,Online documentation for the Internal Dynamic Page Cache module,,,,,,,
,Online documentation for the BigPipe module,,,,,,,
,"The form has become outdated. Press the back button, copy any unsaved work in the form, and then reload the page.",,,,,,,
,What is the search index?,,,,,,,
,What are search pages?,,,,,,,
,What modules provide site search?,,,,,,,
,The core Search module provides the ability to configure search pages; search page types are provided by both core and contributed modules. The core modules that provide search page types are:,,,,,,,
,"The Node module, for searching content pages",,,,,,,
,"The User module, for searching user profiles",,,,,,,
,"The Help module, for searching help topics",,,,,,,
,Document root for files,,,,,,,
,Document root for public files,,,,,,,
,Document root for private files,,,,,,,
,"Content has been marked for re-indexing for all active search pages. Searching will continue to work, but new content won't be indexed until all existing content has been re-indexed.",,,,,,,
,"The Shortcut module creates an add/remove link for each page on your site; the link lets you add or remove the current page from the currently-enabled set of shortcuts (if your theme displays it and you have permission to edit your shortcut set). The core Seven administration theme displays this link next to the page title, as a gray or yellow star. If you click on the gray star, you will add that page to your preferred set of shortcuts. If the page is already part of your shortcut set, the link will be a yellow star, and will allow you to remove the current page from your shortcut set.",,,,,,,
,Creating a feed,,,,,,,
,Managing and configuring an existing feed,,,,,,,
,Importing syndicated content,,,,,,,
,Configuring a previously-placed block,,,,,,,
,Managing blocks,,,,,,,
,Placing a block,,,,,,,
,Creating a custom block,,,,,,,
,Defining a custom block type,,,,,,,
,Adding content to a book,,,,,,,
,Configuring books,,,,,,,
,Creating a book,,,,,,,
,Changing the outline of a book,,,,,,,
,"Managing height, width, and resolution breakpoints",,,,,,,
,Changing the color palette of a theme,,,,,,,
,Managing the fields of contact forms,,,,,,,
,Configuring personal contact forms,,,,,,,
,Creating a new contact form,,,,,,,
,Managing contact forms,,,,,,,
,Setting a default contact form,,,,,,,
,Using contextual links,,,,,,,
,Changing the appearance of your site,,,,,,,
,Managing content structure,,,,,,,
,Running and configuring cron,,,,,,,
,Extending and modifying your site functionality,,,,,,,
,Optimizing site performance,,,,,,,
,Making your site secure,,,,,,,
,Accessibility of the administrative interface,,,,,,,
,Using the administrative interface,,,,,,,
,Changing basic site settings,,,,,,,
,"Configuring error responses, including 403/404 pages",,,,,,,
,Enabling and disabling maintenance mode,,,,,,,
,Creating a user account,,,,,,,
,Adding a new role,,,,,,,
,Modifying or deleting a user account,,,,,,,
,Module Link,,,,,,,
,Site branding background color,,,,,,,
,<em>You haven’t created any frontpage content yet.</em>,,,,,,,
,Congratulations and welcome to the Drupal community!,,,,,,,
,There are a few ways to get started with Drupal:,,,,,,,
,"<a href=""@drupal_user_guide"">User Guide:</a> Includes installing, administering, site building, and maintaining the content of a Drupal website.",,,,,,,
,"<a href=""@create_content"">Create Content:</a> Want to get right to work? Start adding content. <strong>Note:</strong> the information on this page will go away once you add content to your site. Read on and bookmark resources of interest.",,,,,,,
,"See <a href=""https://www.php.net/manual/datetime.format.php#refsect1-datetime.format-parameters"" target=""_blank"">the documentation for PHP date formats</a>.",,,,,,,
,Manage translations for any entity that the user can edit,,,,,,,
,What types of Text fields are available?,,,,,,,
,What is a menu?,,,,,,,
,A menu is a collection of <em>menu links</em> used to navigate a web site. Menus and menu links can be provided by modules or site administrators.,,,,,,,
,Managing menus overview,,,,,,,
,RESTful Web Services module,,,,,,,
,Serialization module,,,,,,,
,HAL module,,,,,,,
,HTTP Basic Authentication module,,,,,,,
,RDF module,,,,,,,
,Online documentation for the JSON:API module,,,,,,,
,Comparison of the RESTFul Web Services and JSON:API modules,,,,,,,
,Connecting text editors to text formats,,,,,,,
,What is a text editor?,,,,,,,
,Configure text formats on the site.,,,,,,,
,What text filters are available?,,,,,,,
,Some of the more commonly used text filters are:,,,,,,,
,Creating a menu,,,,,,,
,Create a new menu.,,,,,,,
,Reordering and disabling menu links,,,,,,,
,Creating a new view,,,,,,,
,Create a new view to list content or other items on your site.,,,,,,,
,"In the <em>Manage</em> administrative menu, navigate to <em>Structure</em> &gt; <a href=""@views""><em>Views</em></a>.",,,,,,,
,Click <em>Add view</em>.,,,,,,,
,"In the <em>View name</em> field, enter a name for the view, which is how it will be listed in the administrative interface.",,,,,,,
,"In <em>View settings</em> &gt; <em>Show</em>, select the base data type to display in your view. This cannot be changed later.",,,,,,,
,"Optionally, select or enter filtering, sorting, and page/block display settings; these can be added or changed later.",,,,,,,
,Click <em>Save and edit</em>. Your view will be created; edit it following the steps in the related topics below.,,,,,,,
,This must be an internal path such as %add-node. You can also start typing the title of a piece of content to select it. Enter %front to link to the front page. Enter %nolink to display link text only. Enter %button to display keyboard-accessible link text only.,,,,,,,
,Start typing the title of a piece of content to select it. You can also enter an internal path such as %add-node or an external URL such as %url. Enter %front to link to the front page. Enter %nolink to display link text only. Enter %button to display keyboard-accessible link text only.,,,,,,,
,Menu link language code.,,,,,,,
,About searching,,,,,,,
,The menu is only visible if the menu link for the current page is at this level or below it. Use level 1 to always display this menu.,,,,,,,
,Menu language.,,,,,,,
,Administer roles and permissions,,,,,,,
,"A clean, accessible, and flexible Drupal front-end theme.",,,,,,,
,Block Layout Page,,,,,,,
,Custom Block Library,,,,,,,
,Drupal update settings,,,,,,,
,"For security reasons, your upload has been rejected.",,,,,,,
,Human name of the parent node type.,,,,,,,
,Machine name of the parent node type.,,,,,,,
,Reinstall modules,,,,,,,
,Session viewer,,,,,,,
,Devel,,,,,,,
,Execute PHP Code,,,,,,,
,Theme registry,,,,,,,
,Devel settings,,,,,,,
,Entity info,,,,,,,
,Static caches,,,,,,,
,CSS and JavaScript cache cleared.,,,,,,,
,Rebuild menu,,,,,,,
,All caches cleared.,,,,,,,
,Flush Css and Javascript,,,,,,,
,Config editor,,,,,,,
,Plugins cache cleared.,,,,,,,
,Static cache cleared.,,,,,,,
,Routing and links cache cleared.,,,,,,,
,Render cache cleared.,,,,,,,
,Views cache cleared.,,,,,,,
,Twig cache cleared.,,,,,,,
,Theme registry rebuilded.,,,,,,,
,Admin Toolbar,,,,,,,
,Admin Toolbar Extra Tools,,,,,,,
,State editor,,,,,,,
,Element Info,,,,,,,
,Devel Toolbar Settings,,,,,,,
,To use Admin Toolbar Extra Tools just install it like any other module. There is no other configuration required.,,,,,,,
,Admin Toolbar quick search,,,,,,,
,@name module,,,,,,,
,The node language code.,,,,,,,
,Aspect ratio,,,,,,,
,Image field,,,,,,,
,Crop configuration,,,,,,,
,Hard limit,,,,,,,
,Manual crop,,,,,,,
,Soft limit,,,,,,,
,Revision Log,,,,,,,
,Limit for width.,,,,,,,
,Limit for height.,,,,,,,
,Previous,,,,,,,
,Next,,,,,,,
,Order,,,,,,,
,Information,,,,,,,
,Add required context,,,,,,,
,Finish,,,,,,,
,@description,,,,,,,
,Chaos tool suite,,,,,,,
,Pager offset,,,,,,,
,Data Type,,,,,,,
,Context type,,,,,,,
,Add a relationship,,,,,,,
,Entity view (@label),,,,,,,
,Installed correctly,,,,,,,
,General Settings,,,,,,,
,Select different revisions to compare.,,,,,,,
,"Comma (,)",,,,,,,
,Semicolon (;),,,,,,,
,Title: @title,,,,,,,
,Compare,,,,,,,
,Compare description field,,,,,,,
,Compare <em>Alt</em> field,,,,,,,
,Compare <em>Title</em> field,,,,,,,
,No visible changes,,,,,,,
,Raw,,,,,,,
,Entity Type,,,,,,,
,Changes to %title,,,,,,,
,Strip tags,,,,,,,
,Split fields,,,,,,,
,Unified fields,,,,,,,
,Visual Inline,,,,,,,
,Visual inline layout,,,,,,,
,Comparing,,,,,,,
,Compare selected revisions,,,,,,,
,General settings,,,,,,,
,100,,,,,,,
,a,,,,,,,
,revert,,,,,,,
,Delete entity,,,,,,,
,Create @type,,,,,,,
,Delete @type,,,,,,,
,View @type,,,,,,,
,Are you sure you want to revert the revision?,,,,,,,
,"Provides expanded entity APIs, which will be moved to Drupal core one day.",,,,,,,
