msgctxt,msgid,msgid_plural,flags,references,extractedComments,comments,msgstr[0],msgstr[1]
,Action to be taken for publication dates in the past,,,,,,Åtgärd för passerade publiceringsdatum,
,Display an error message - do not allow dates in the past,,,,,,Visa ett felmeddelande – tillåt inte passerade datum,
,Publish the content immediately after saving,,,,,,Publicera innehållet omedelbart efter sparande,
,Schedule the content for publication on the next cron run,,,,,,Schemalägg publiceringen till nästa körning av schemalagda aktiviteter,
,Display scheduling options as,,,,,,Visa inställningar för schemaläggning som,
,Separate fieldset,,,,,,Separat fältgrupp,
,Use this option to specify how the scheduling options will be displayed when editing a node.,,,,,,Här väljer du in hur inställningarna för schemaläggning visas när du redigerar en nod.,
,Expand only when a scheduled date exists or when a date is required,,,,,,Fäll bara ut när det finns ett schemalagt datum eller när ett datum krävs,
,"Configure scheduler date formats, pop-up calendar, default times, lightweight cron",,,,,,"Ställ in Schedulers datumformat, pop-up-kalender, förvalda tider och Schedulers schemalagda aktiviteter",
,View scheduled content list,,,,,,Visa lista över schemalagt innehåll,
,Allows users to see all content which is scheduled.,,,,,,Tillåt användare att se allt schemalagt innehåll.,
,currently in daylight saving mode,,,,,,för närvarande används sommartid,
,not in daylight saving mode,,,,,,för närvarande används inte sommartid,
,"Note: The user timezone has not been stored, so defaulting to the website timezone.",,,,,,Observera att det inte finns någon sparad användartidzon så webbsidans förvalda tidzon används.,
,The date when the Scheduler module will publish the node.,,,,,,Datumet som noden kommer att publiceras automatiskt.,
,The date when the Scheduler module will unpublish the node.,,,,,,Datumet som noden kommer att avpubliceras automatiskt.,
,Expand fieldset or vertical tab,,,,,,Fäll ut fältgruppen eller vertikal flik,
,Always open the fieldset or vertical tab,,,,,,Öppna alltid fältgruppen eller vertikal flik,
,Scheduler's cron is at /scheduler/cron/{access-key} and a sample crontab entry to run scheduler every minute might look like:,,,,,,Schedulers schemalagda aktiviter finns på /scheduler/cron/{access-key} och ett exempel som kör Scheduler varje minut skulle kunna se ut så här:,
,Scheduler Dates,,,,,,Schemalägg datum,
,Fieldset containing Scheduler Publish-on and Unpublish-on date input fields,,,,,,Fältgrupp med datumfält för att schemalägga publicering och avpublicering,
,"Local time: %localtime (%daylight_saving). You can change this via your <a href=""@account_edit"">user account</a>.",,,,,,"Lokaltid: %localtime (%daylight_saving). Du kan ändra den här tidzonen via dina <a href=""@account_edit"">kontoinställningar</a>.",
,Your local time is %localtime (%daylight_saving). This is not configurable by you.,,,,,,Din lokaltid är %localtime (%daylight_saving). Du kan inte ändra den här inställningen.,
,Server time: @utc,,,,,,Servertid: @utc,
,Full date and time format,,,,,,Fullständigt datum- och tidsformat,
,Date part of the full format,,,,,,Datumdelen av det fullständiga formatet,
,Publish and unpublish content automatically on specified dates and times.,,,,,,Publicera och avpublicera innehåll automatiskt vid ett bestämt datum och tid.,
,Allow date-only input with time taken from default time setting,,,,,,Tillåt inmatning av enbart datum där tiden tas från den förvalda tidsinställningen,
,The set of PHP date letters allowed in the Scheduler date format,,,,,,Uppsättningen av bokstäver i PHP:s date-funktion som är tillåtna i Schedulers datumformat,
,Default value for nodetype setting unpublish_revision,,,,,,Förvald värde för nodtypsinställningen unpublish_revision,
,Node type is enabled for scheduled publishing,,,,,,Nodtypen har schemalagd publicering aktiverat,
,Remove date for scheduled publishing,,,,,,Ta bort datum för schemalagd publicering,
,Enabled for publishing,,,,,,Aktiverad för publicering,
,Enabled for unpublishing,,,,,,Aktiverad för avpublicering,
,Publishing date for Scheduler,,,,,,Publiceringsdatum för schemaläggning,
,"Enter the percentage of randomly selected Scheduler-enabled nodes to be given a publish-on date. Enter 0 for none, 100 for all. The date and time will be random within the range starting at node creation date, up to a time in the future matching the same span as selected above for node creation date.",,,,,,Ange andelen slumpvis valda schemaläggningsaktiverade noder som ska få ett publiceringsdatum. Ange 0 för inga och 100 för alla. Datum och tid kommer att slumpas mellan nodens skapelsedatum till en tidpunkt i framtiden som överensstämmer med det ovan valda spannet för datum då nod skapades.,
,Unpublishing date for Scheduler,,,,,,Avpubliceringsdatum för schemaläggning,
,"Enter the percentage of randomly selected Scheduler-enabled nodes to be given an unpublish-on date. Enter 0 for none, 100 for all. The date and time will be random within the range starting at the later of node creation date and publish-on date, up to a time in the future matching the same span as selected above for node creation date.",,,,,,Ange andelen slumpvis valda schemaläggningsaktiverade noder som ska få ett avpubliceringsdatum. Ange 0 för inga och 100 för alla. Datum och tid kommer att slumpas i ett intervall som börjar med det senare av nodens skapelsedatum och publiceringsdatum och slutar med en tidpunkt i framtiden som överensstämmer med det ovan valda spannet för datum då nod skapades.,
,"Function %function has not been executed. In Drupal 8, implementations of hook_scheduler_api() should be replaced by Scheduler event listeners.",,,,,,"Funktionen %function har inte körts. I Drupal 8, ska hook_scheduler_api() ersättas av schemaläggningens aktivitetslyssnare.",
,The date and time format has been reset.,,,,,,Datum- och tidsformatet har återställts.,
,Scheduler options,,,,,,Inställningar för Schemaläggaren,
,Select2 library found,,,,,,,
,Priority,,,,,,Prioritet,
,default,,,,,,förvald,
,Custom links,,,,,,,
,pending,,,,,,,
,Last modification date,,,,,,,
,Variant,,,,,,,
,Sitemap file,,,,,,,
,Number of sitemaps in this index,,,,,,,
,Sitemap URL,,,,,,,
,Number of URLs in this sitemap,,,,,,,
,URL location,,,,,,,
,Default base URL,,,,,,,
,Translation set,,,,,,,
,Submission URL,,,,,,,
,Search engine,,,,,,,
,unavailable,,,,,,,
,Base URL,,,,,,,
,Search engines,,,,,,,
,Link count,,,,,,,
,Initializing...,,,,,,,
,Excluded languages,,,,,,,
,undefined,,,,,,,
,Administer sitemap settings,,,,,,,
,Relative Drupal paths,,,,,,,
,Maximum links in a sitemap,,,,,,,
,Remove duplicates,,,,,,,
,Sitemap XSL,,,,,,,
,Sitemap entities,,,,,,,
,Exclude duplicate links,,,,,,,
,Enable @entity_type_label <em>(@entity_type_id)</em> support,,,,,,,
,Skip non-existent translations,,,,,,,
,On every cron run,,,,,,,
,Sitemap generation interval,,,,,,,
,Exclude languages,,,,,,,
,Default variant,,,,,,,
,Sitemap status,,,,,,,
,"Variants can be configured <a href=""@url"">here</a>.",,,,,,,
,Rebuild queue,,,,,,,
,sitemaps,,,,,,,
,generating,,,,,,,
,Regenerate the sitemaps during cron runs,,,,,,,
,Default sitemap variant,,,,,,,
,Sitemap generation max duration,,,,,,,
,Progress of sitemap regeneration,,,,,,,
,Sitemaps,,,,,,,
,Rebuild queue & generate,,,,,,,
,Event,,,,,,Händelse,
,Send,,,,,,Skicka,
,Separate page,,,,,,Separat sida,
,Others,,,,,,,
,Parents,,,,,,Ovanliggande,
,The name of the menu.,,,,,,Menyns namn.,
,Last,,,,,,Sista,
,Root,,,,,,Rot,
,Tokens,,,,,,Ersättningstecken,
,First,,,,,,Första,
,Keys,,,,,,Nycklar,
,Root term,,,,,,Källterm,
,Menu links,,,,,,Menylänkar,
,Array,,,,,,Array,
,Link ID,,,,,,Länk-ID,
,Base name,,,,,,Grundnamn,
,No tokens available.,,,,,,Inga ersättningstecken tillgängliga.,
,Click a token to insert it into the field you've last clicked.,,,,,,Klicka på ett ersättningstecken för att infoga det i det fält du senaste klickade på.,
,Translation source node,,,,,,Översättningens källnod,
,Provides a user interface for the Token API and some missing core tokens.,,,,,,Tillhandahåller ett användargränssnitt till Token API och några saknade ersättningstecken från kärnan.,
,Insert this token into your form,,,,,,Infoga detta ersättningstecken i ditt formulär,
,First click a text field to insert your tokens into.,,,,,,Klicka först på ett textfält att infoga dina ersättningstecken i.,
,The explanation of the most recent changes made to the node.,,,,,,Förklaringen av den senaste ändringen gjord på noden.,
,The title of the current page.,,,,,,Titeln för aktuell sida.,
,The URL of the current page.,,,,,,URL:en för aktuell sida.,
,The page number of the current page when viewing paged lists.,,,,,,Sidnumret för aktuell sida vid visning av paginerad lista.,
,The source node for this current node's translation set.,,,,,,Källnoden för den här nuvarande nodens översättningsgrupp.,
,Account cancellation URL,,,,,,URL för avbrytande av konto,
,The URL of the confirm delete page for the user account.,,,,,,URL:en till sidan att bekräfta borttagning för användarkontot.,
,One-time login URL,,,,,,URL för engångsinloggning,
,The URL of the one-time login page for the user account.,,,,,,URL:en till sidan för engångsinloggning för användarkontot.,
,Tokens related to menu links.,,,,,,Ersättningstecken relaterade till menylänkar.,
,The unique ID of the menu link.,,,,,,Det unika ID för menylänken.,
,The title of the menu link.,,,,,,Titeln för menylänken.,
,The URL of the menu link.,,,,,,URL:en för menylänken.,
,The menu link's parent.,,,,,,Menylänkens ovanliggande alternativ.,
,Tokens related to the current page request.,,,,,,Ersättningstecken relaterade till det nuvarande sidanropet.,
,Page number,,,,,,Sidnummer,
,The book page associated with the node.,,,,,,Boksidan associerade med noden.,
,The menu link for this node.,,,,,,Menylänen för den här noden.,
,The menu link's root.,,,,,,Menylänkens rot.,
,Tokens related to the current date and time.,,,,,,Ersättningstecken relaterade till nuvarande datum och tid.,
,The URL of the @entity.,,,,,,URL:en för @entity.,
,The content type of the node.,,,,,,Innehållstypen för noden.,
,Tokens related to content types.,,,,,,Ersättningstecken relaterade till innehållstyper.,
,The name of the content type.,,,,,,Namet för innehållstypen.,
,The unique machine-readable name of the content type.,,,,,,Det maskinläsbara namnet för innehållstypen.,
,The optional description of the content type.,,,,,,Den valfria beskrivningen för innehållstypen.,
,The number of nodes belonging to the content type.,,,,,,Det antal noder som hör till innehållstypen.,
,The URL of the content type's edit page.,,,,,,URL:en för innehållstypens redigeringssida.,
,The URL of the taxonomy term's edit page.,,,,,,URL:en för taxonomitermens redigeringssida.,
,The unique machine-readable name of the vocabulary.,,,,,,Det unika maskinläsbara namnet för vokabulären.,
,The URL of the vocabulary's edit page.,,,,,,URL:en för vokabulärens redigeringssida.,
,The specific argument of the current page (e.g. 'arg:1' on the page 'node/1' returns '1').,,,,,,"Det angivna argument för nuvarande sida (till exempel ""arg:1"" på sidan ""nod/1"" återger ""1"").",
,Tokens related to URLs.,,,,,,Ersättningstecken relaterade till URL:er,
,Relative URL,,,,,,Relativ URL,
,The relative URL.,,,,,,Den relativa URL:en.,
,Absolute URL,,,,,,Fullständig URL,
,The absolute URL.,,,,,,Den fullständiga URL:en.,
,Tokens related to menus.,,,,,,Ersättningstecken relaterade till menyer.,
,The unique machine-readable name of the menu.,,,,,,Det unika maskinläsbara namnet för menyn.,
,The optional description of the menu.,,,,,,Den valfria beskrivningen för menyn.,
,Menu link count,,,,,,Antal menylänkar,
,The number of menu links belonging to the menu.,,,,,,Det antal menylänkar som hör till menyn.,
,The URL of the menu's edit page.,,,,,,URL:en för menyns redigeringssida.,
,The menu of the menu link.,,,,,,Menyn för menylänken.,
,The URL of the menu link's edit page.,,,,,,URL:en för menylänkens redigeringssida.,
,The user roles associated with the user account.,,,,,,Användarrollerna associerade med användarkontot.,
,Brief URL,,,,,,Kort URL,
,The URL without the protocol and trailing backslash.,,,,,,URL:en utan protokoll och avslutande snedstreck.,
,Tokens related to arrays of strings.,,,,,,Ersättningstecken relaterade till arrayer av strängar.,
,The first element of the array.,,,,,,Det första elementet i arrayen.,
,The last element of the array.,,,,,,Det sista elementet i arrayen.,
,The number of elements in the array.,,,,,,Antalet element i arrayen.,
,The array reversed.,,,,,,Arrayen omvänd.,
,The array of keys of the array.,,,,,,Arrayen av nycklar för arrayen.,
,Imploded,,,,,,Imploderad,
,The values of the array joined together with a custom string in-between each value.,,,,,,Värdena i arrayen hopfogade med en anpassad sträng mellan varje värde.,
,A date in '@type' format. (%date),,,,,,"Ett datum i format ""@type"". (%date)",
,The root term of the taxonomy term.,,,,,,Källterm för taxonomitermen,
,File byte size,,,,,,Filstorlek i bytes,
,"The size of the file, in bytes.",,,,,,"Storleken på filen, i bytes.",
,Query string value,,,,,,Värde på databasfråga,
,The value of a specific query string field of the current page.,,,,,,Värdet på en specifik databasfrågas fält för den aktuella sidan.,
,A random number from 0 to @max.,,,,,,Ett slumpmässigt tal från 0 till @max.,
,A random hash. The possible hashing algorithms are: @hash-algos.,,,,,,En slumpmässig hash. De möjliga hashalgoritmerna är: @hash-algos.,
,Attempting to perform token replacement for token type %type without required data,,,,,,Försökte genomföra byte av ersättningstecken för ersättningstypen %type utan obligatorisk data,
,@type field.,,,,,,Fält @type.,
,No tokens available,,,,,,Inga ersättningstecken tillgängliga,
,Token registry caches cleared.,,,,,,Registercache för ersättningstecken tömdes.,
,The path component of the URL.,,,,,,Sökvägskomponenten för URL:en.,
,Unaliased URL,,,,,,URL utan alias,
,The unaliased URL.,,,,,,URL:en utan alias,
,The specific value of the array.,,,,,,Det specifika värdet på arrayen.,
,The list of available tokens that can be used in e-mails is provided below.,,,,,,Listan på tillgängliga ersättningstecken som kan användas i e-postmeddelanden finns nedan.,
,"An array of all the term's parents, starting with the root.",,,,,,"En array med alla ovanliggande termer, med början i roten.",
,"An array of all the menu link's parents, starting with the root.",,,,,,"En array med alla ovanliggande menylänkar, med början i roten.",
,Original @entity,,,,,,Ursprunglig @entity,
,The original @entity data if the @entity is being updated or saved.,,,,,,Den ursprungliga data för @entity om @entity uppdateras eller sparas.,
,The base name of the file.,,,,,,Filens grundnamn.,
,Browse available tokens.,,,,,,Bläddra igenom tillgängliga ersättningstecken.,
,format,,,,,,format,
,@type field. Also known as %labels.,,,,,,Fält av typ @type. Också känt som %labels.,
,Tokens or token types not defined as arrays,,,,,,Ersättningstecken eller typer av ersättningstecken som inte definieras som matriser,
,Tokens or token types missing name property,,,,,,Ersättningstecken eller typer av ersättningstecken som saknar namnegenskap,
,Token types do not have any tokens defined,,,,,,Typer av ersättningstecken har inga ersättningstecken definierade.,
,Token types are not defined but have tokens,,,,,,Typer av ersättningstecken är inte definierade men har ersättningstecken.,
,Token or token types are defined by multiple modules,,,,,,Ersättningstecken eller typer av ersättningstecken är definierade genom flera moduler.,
,Image with image style,,,,,,Bild med bildstil,
,"The MIME type (image/png, image/bmp, etc.) of the image.",,,,,,"Typ av MIME (bild/png, bild/bmp, etcetera) på bilden.",
,The file size of the image.,,,,,,Filstorleken på bilden.,
,"The height the image, in pixels.",,,,,,Höjden på bilden i pixlar.,
,"The width of the image, in pixels.",,,,,,Bredden på bilden i pixlar.,
,The URI to the image.,,,,,,URI till bilden.,
,The URL to the image.,,,,,,URL till bilden.,
,Represents the image in the given image style.,,,,,,Representerar bilden i den givna bildstilen.,
,"The <a href="":project"">Token</a> module provides a user interface for the site token system. It also adds some additional tokens that are used extensively during site development. Tokens are specially formatted chunks of text that serve as placeholders for a dynamically generated value. For more information, covering both the token system and the additional tools provided by the Token module, see the <a href="":online"">online documentation</a>.",,,,,,"Modulen <a href="":project"">Token</a> tillhandahåller ett användargränssnitt för webbplatsens system för ersättningstecken. Det lägger också till några ytterligare ersättningstecken som används i stor utsträckning under utveckling av webbplatsen. Ersättningstecken är speciellt formaterade bitar med text som fungerar som platshållare för ett dynamiskt genererat värde. Mer information om både systemet för ersättningstecken och de ytterligare verktygen som tillhandahålls av modulen Token finns i <a href="":online"">dokumentationen online</a>.",
,"Your website uses a shared token system for exposing and using placeholder tokens and their appropriate replacement values. This allows for any module to provide placeholder tokens for strings without having to reinvent the wheel. It also ensures consistency in the syntax used for tokens, making the system as a whole easier for end users to use.",,,,,,Din webbplats använder ett delat system för ersättningstecken för att exponera och använda ersättningstecken och deras tillhörande ersättningsvärden. Detta möjliggör för varje modul att tillhandahålla ersättningstecken för strängar utan att behöva uppfinna hjulet igen. Det säkerställer också konsekvens i syntaxen som används för ersättningstecken vilket gör systemet som helhet enklare för slutanvändarna att använda.,
,The list of the currently available tokens on this site are shown below.,,,,,,Listan över de för närvarande tillgängliga symbolerna på denna webbplats visas nedan.,
,%name is using the following invalid tokens: @invalid-tokens.,,,,,,%name använder följande ogiltiga ersättningstecken: @invalid-tokens.,
,Computed menu link for the node (only available during node saving).,,,,,,Beräknad menylänk för noden (endast tillgänglig vid sparande av nod).,
,%name must contain at least one token.,%name must contain at least @count tokens.,,,,,%name måste innehålla minst ett ersättningstecken.,%name måste innehålla minst @count ersättningstecken.
,%name must contain at most one token.,%name must contain at most @count tokens.,,,,,%name får som mest innehålla ett ersättningstecken.,%name får som mest innehålla @count ersättningstecken.
,Tokens related to books.,,,,,,Ersättningstecken relaterade till böcker.,
,Title of the book.,,,,,,Titeln på boken.,
,The author of the book.,,,,,,Författaren till boken.,
,Top level of the book.,,,,,,Bokens översta nivå.,
,Parent of the current page.,,,,,,Ovanliggande sida till den aktuella sidan.,
,"An array of all the node's parents, starting with the root.",,,,,,"En matris med alla nodens ovanliggande sidor, börjar med roten.",
,This field supports tokens. @browse_tokens_link,,,,,,Detta fält stöder ersättningstecken. @browse_tokens_link,
,Tokens related to random data.,,,,,,Ersättningstecken relaterade till slumpmässiga data.,
,The IP address of the current user.,,,,,,IP-adressen för den aktuella användaren.,
,Token types,,,,,,,
,Token Filter,,,,,,,
,Token browser,,,,,,,
,Global and entity tokens are replaced with their values.,,,,,,,
,Replaces global and entity tokens with their values,,,,,,,
,Replace empty values,,,,,,,
,Provides some extra Twig functions and filters.,,,,,,Tillhandahåller några extra Twig-funktioner och filter.,
,Webform Submission,,,,,,,
,Sidebar,,,,,,Sidospalt,
,Red,,,,,,Röd,
,Purple,,,,,,Lila,
,Teal,,,,,,Grönblå,
,Pink,,,,,,Rosa,
,Green,,,,,,Grön,
,Orange,,,,,,Orange,
,Yellow,,,,,,Gul,
,Light Blue,,,,,,Ljusblå,
,Dark,,,,,,,
,Use the default logo supplied by the theme,,,,,,,
,Dark Purple,,,,,,,
,High contrast mode,,,,,,,
,Accent color,,,,,,,
,For a better Content Editor Experience on top of Claro,,,,,,,
,Use default logo,,,,,,,
,Claro Green,,,,,,,
,Same as Accent color,,,,,,,
,The dark mode,,,,,,,
,The classic toolbar,,,,,,,
,Admin theme settings,,,,,,,
,Enable overrides,,,,,,,
,Enables default admin theme overrides.,,,,,,,
,Enables Darkmode for the admin interface.,,,,,,,
,Drupal Toolbar,,,,,,,
,Choose Drupal Toolbar.,,,,,,,
,Gin Blue (Default),,,,,,,
,"Sidebar, Vertical Toolbar (Default)",,,,,,,
,"Horizontal, Modern Toolbar",,,,,,,
,"Legacy, Classic Drupal Toolbar",,,,,,,
,Gin Focus color (Default),,,,,,,
,Enable Darkmode (BETA),,,,,,,
,Enables high contrast mode.,,,,,,,
,Focus color (BETA),,,,,,,
,Custom Focus color (BETA),,,,,,,
,Increase contrast (EXPERIMENTAL),,,,,,,
,Preset accent color,,,,,,,
,Preset focus color,,,,,,,
,Cache control,,,,,,,
,Pragma,,,,,,,
,Open Graph,,,,,,,
,Article author,,,,,,,
,Article expiration date & time,,,,,,,
,Article modification date & time,,,,,,,
,Article publication date & time,,,,,,,
,Article publisher,,,,,,,
,Article section,,,,,,,
,Article tag(s),,,,,,,
,Book author,,,,,,,
,Release Date,,,,,,,
,Book tag(s),,,,,,,
,Audio URL,,,,,,,
,Audio secure URL,,,,,,,
,Determiner,,,,,,,
,Image 'alt',,,,,,,
,Image Secure URL,,,,,,,
,Alternative locales,,,,,,,
,Content modification date & time,,,,,,,
,Video duration (seconds),,,,,,,
,Video Secure URL,,,,,,,
,Actor(s),,,,,,,
,Actor's role,,,,,,,
,Director(s),,,,,,,
,Series,,,,,,,
,Tag words,,,,,,,
,Scriptwriter(s),,,,,,,
,Twitter Cards,,,,,,,
,Google Play app ID,,,,,,,
,iPad app ID,,,,,,,
,iPhone app ID,,,,,,,
,Google Play app name,,,,,,,
,iPad app name,,,,,,,
,iPhone app name,,,,,,,
,App store country,,,,,,,
,Google Play app's custom URL scheme,,,,,,,
,iPad app's custom URL scheme,,,,,,,
,iPhone app's custom URL scheme,,,,,,,
,Creator's Twitter account,,,,,,,
,Creator's Twitter account ID,,,,,,,
,Data 1,,,,,,,
,Data 2,,,,,,,
,Do Not Track,,,,,,,
,1st gallery image,,,,,,,
,2nd gallery image,,,,,,,
,3rd gallery image,,,,,,,
,4th gallery image,,,,,,,
,Image alternative text,,,,,,,
,Label 1,,,,,,,
,Label 2,,,,,,,
,MP4 media stream URL,,,,,,,
,MP4 media stream MIME-type,,,,,,,
,Site's Twitter account,,,,,,,
,Site's Twitter account ID,,,,,,,
,Twitter card type,,,,,,,
,Omit the '?' to output all values. Output all values as HTML using [webform_submission:values:html].,,,,,,,
,"To output individual elements, replace the '?' with…",,,,,,,
,All items after the 'element_key' are optional.,,,,,,,
,The 'delta' is the numeric index for specific value,,,,,,,
,The 'sub_element_key' is a composite element's sub element key.,,,,,,,
,"The 'checked'  or 'selected' looks to see if an 'option_value' is checked or selected for an options element (select, checkboxes, or radios)",,,,,,,
,"The 'option_value' is options value for an options element (select, checkboxes, or radios).",,,,,,,
,"The 'format' can be 'value', 'raw', or custom format specifically associated with the element",,,,,,,
,"The 'items' can be 'comma', 'semicolon', 'and', 'ol', 'ul', or custom delimiter",,,,,,,
,The 'entity:*' applies to the referenced entity,,,,,,,
,Add 'html' at the end of the token to return HTML markup instead of plain text.,,,,,,,
,"For example, to display the Contact webform's 'Subject' element's value you would use the [webform_submission:values:subject] token.",,,,,,,
,Learn about submission value tokens,,,,,,,
,Webform tokens from submitted data.,,,,,,,
,Replace the '?' with…,,,,,,,
,"For example, to display an email element's title (aka #title) you would use the [webform:element:email:title] token.",,,,,,,
,Learn about element property tokens,,,,,,,
,Webform element property tokens.,,,,,,,
,"For example, to display a remote post's confirmation number you would use the [webform:handler:remote_post:completed:confirmation_number] token.",,,,,,,
,Learn about handler response tokens,,,,,,,
,Webform handler response tokens.,,,,,,,
,Webform submission,,,,,,Inlägg i Webform,
,Crop ID,,,,,,,
,X coordinate,,,,,,,
,Y coordinate,,,,,,,
,Revision author ID,,,,,,,
,Parent type,,,,,,,
,Parent field name,,,,,,,
,Behavior settings,,,,,,,
,Append the below suffixes to alter the returned value.,,,,,,,
,<code>:clear</code> removes the token when it is not replaced.,,,,,,,
,<code>:urlencode</code> URL encodes returned value.,,,,,,,
,<code>:xmlencode</code> XML encodes returned value.,,,,,,,
,<code>:htmldecode</code> decodes HTML entities in returned value.,,,,,,,
,This suffix has security implications.,,,,,,,
,Use <code>:htmldecode</code> with <code>:striptags</code>.,,,,,,,
,<code>:striptags</code> removes all HTML tags from returned value.,,,,,,,
,Learn about token suffixes,,,,,,,
,Tokens related to webform submission.,,,,,,,
,Tokens related to webforms.,,,,,,,
View entity type,View,,,,,,,
,Submission serial number,,,,,,,
,Per user submission limit interval,,,,,,,
,Submitted to,,,,,,,
,Source entity,,,,,,,
,Source title,,,,,,,
,Date completed,,,,,,,
,Source URL,,,,,,,
,View (token) URL,,,,,,,
,Submitter,,,,,,,
,Submission values,,,,,,,
,Per user remaining number of submissions for a source entity,,,,,,,
,Update (token) URL,,,,,,,
,Per user total submissions for a source entity,,,,,,,
,Per user wait time before next submission for a source entity,,,,,,,
,Per user submission limit interval for a source entity,,,,,,,
,Per user submission limit for a source entity,,,,,,,
,Delete (token) URL,,,,,,,
,Langcode,,,,,,,
,Remaining number of submissions for source entity,,,,,,,
,Total submissions for source entity,,,,,,,
,Wait time before next submission for a source entity,,,,,,,
,Total submissions limit interval per source entity,,,,,,,
,Total submissions limit per source entity,,,,,,,
,Per user remaining number of submissions,,,,,,,
,Current page title,,,,,,,
,In draft,,,,,,,
,State (Name),,,,,,,
,Per user total submissions,,,,,,,
,Per user wait time before next submission,,,,,,,
,Submission ID,,,,,,,
,Per user submission limit,,,,,,,
,State (Label),,,,,,,
,Remaining number of submissions,,,,,,,
,Total submissions,,,,,,,
,Wait time before next submission,,,,,,,
,Total submissions limit interval,,,,,,,
,Total submissions limit,,,,,,,
,Webform ID,,,,,,,
,Open date,,,,,,,
,Close date,,,,,,,
,Element properties,,,,,,,
,Handler response,,,,,,,
,@label revision ID,,,,,,,
,Default submission data,,,,,,,
,Open value,,,,,,,
,Close value,,,,,,,
,Edit '@label' (@start of @end),,,,,,,
,Notification,,,,,,,
,Julkaistu,,,,,,,
,Julkaisematon,,,,,,,
paragraphs,Content,,,,,,,
paragraphs,Behavior,,,,,,,
,"Use tokens to avoid redundant meta data and search engine penalization. For example, a 'keyword' value of ""example"" will be shown on all content using this configuration, whereas using the [node:field_keywords] automatically inserts the ""keywords"" values from the current entity (node, term, etc).",,,,,,,
,This will be able to extract the URL from an image field if the field is configured properly.,,,,,,,
,"Multiple values may be used, separated by a comma. Note: Tokens that return multiple values will be handled automatically.",,,,,,,
,"The URL of an image which should represent the content. The image must be at least 200 x 200 pixels in size; 600 x 316 pixels is a recommended minimum size, and for best results use an image least 1200 x 630 pixels in size. Supports PNG, JPEG and GIF formats. Should not be used if og:image:url is used. Note: if multiple images are added many services (e.g. Facebook) will default to the largest image, not specifically the first one.",,,,,,,
,"The URL of an video which should represent the content. For best results use a source that is at least 1200 x 630 pixels in size, but at least 600 x 316 pixels is a recommended minimum. Object types supported include video.episode, video.movie, video.other, and video.tv_show.",,,,,,,
,A alternative version of og:image and has exactly the same requirements; only one needs to be used.,,,,,,,
,"The secure URL (HTTPS) of an image which should represent the content. The image must be at least 200 x 200 pixels in size; 600 x 316 pixels is a recommended minimum size, and for best results use an image least 1200 x 630 pixels in size. Supports PNG, JPEG and GIF formats.",,,,,,,
,"Any URLs which start with ""http://"" will be converted to ""https://"".",,,,,,,
,The secure URL (HTTPS) of an video which should represent the content.,,,,,,,
,"Other locales this content is available in, must be in the format language_TERRITORY, e.g. 'fr_FR'.",,,,,,,
,"Links an article to an author's Facebook profile, should be either URLs to the author's profile page or their Facebook profile IDs.",,,,,,,
,Appropriate keywords for this content.,,,,,,,
,"Links a book to an author's Facebook profile, should be either URLs to the author's profile page or their Facebook profile IDs.",,,,,,,
,The secure URL to an audio file that complements this object. All 'http://' URLs will automatically be converted to 'https://'.,,,,,,,
,Links to the Facebook profiles for actor(s) that appear in the video.,,,,,,,
,The roles of the actor(s).,,,,,,,
,Links to the Facebook profiles for director(s) that worked on the video.,,,,,,,
,Tag words associated with this video.,,,,,,,
,Links to the Facebook profiles for scriptwriter(s) for the video.,,,,,,,
,"The URL to a unique image representing the content of the page. Do not use a generic image such as your website logo, author photo, or other image that spans multiple pages. Images larger than 120x120px will be resized and cropped square based on longest dimension. Images smaller than 60x60px will not be shown. If the 'type' is set to Photo then the image must be at least 280x150px.",,,,,,,
,A URL to the image representing the first photo in your gallery.,,,,,,,
,A URL to the image representing the second photo in your gallery.,,,,,,,
,A URL to the image representing the third photo in your gallery.,,,,,,,
,A URL to the image representing the fourth photo in your gallery.,,,,,,,
,Toggle Actions,,,,,,,
,"Geo-spatial information in 'latitude; longitude' format, e.g. '50.167958; -97.133185'; <a href='https://en.wikipedia.org/wiki/Geographic_coordinate_system'>see Wikipedia for details</a>.",,,,,,,
,"A location's two-letter international country code, with an optional two-letter region, e.g. 'US-NH' for New Hampshire in the USA.",,,,,,,
,"Geo-spatial information in 'latitude, longitude' format, e.g. '50.167958, -97.133185'; <a href='https://en.wikipedia.org/wiki/ICBM_address'>see Wikipedia for details</a>.",,,,,,,
,"A link to the preferred page location or URL of the content of this page, to help eliminate duplicate content penalties from search engines.",,,,,,,
,"Used to define this page's language code. May be the two letter language code, e.g. ""de"" for German, or the two letter code with a dash and the two letter ISO country code, e.g. ""de-AT"" for German in Austria. Still used by Bing.",,,,,,,
,index - Allow search engines to index this page (assumed).,,,,,,,
,follow - Allow search engines to follow links on this page (assumed).,,,,,,,
,noindex - Prevents search engines from indexing this page.,,,,,,,
,nofollow - Prevents search engines from following links on this page.,,,,,,,
,noarchive - Prevents cached copies of this page from appearing in search results.,,,,,,,
,"nosnippet - Prevents descriptions from appearing in search results, and prevents page caching.",,,,,,,
,"noodp - Blocks the <a href="":opendirectory"">Open Directory Project</a> description from appearing in search results.",,,,,,,
